,name,type1,type2,ability1,ability2,hiddenability,hp,atk,physdef,spatk,spdef,speed,bst,alternate,isLegend,isFinal,tier
809,Grookey,grass,,Overgrow,Grassy Surge,,50,65,50,40,40,65,310,False,False,False,LC
810,Thwackey,grass,,Overgrow,Grassy Surge,,70,85,70,55,60,80,420,False,False,False,NFE
811,Rillaboom,grass,,Overgrow,Grassy Surge,,100,125,90,60,70,85,530,False,False,True,OU
812,Scorbunny,fire,,Blaze,Libero,,50,71,40,40,40,69,310,False,False,False,LC
813,Raboot,fire,,Blaze,Libero,,65,86,60,55,60,94,420,False,False,False,NFE
814,Cinderace,fire,,Blaze,Libero,,80,116,75,65,75,119,530,False,False,True,UU
815,Sobble,water,,Torrent,Sniper,,50,40,40,70,40,70,310,False,False,False,LC
816,Drizzile,water,,Torrent,Sniper,,65,60,55,95,55,90,420,False,False,False,NFE
817,Inteleon,water,,Torrent,Sniper,,70,85,65,125,65,120,530,False,False,True,RU
818,Skwovet,normal,,Cheek Pouch,Gluttony,,70,55,55,35,35,25,275,False,False,False,LC
819,Greedent,normal,,Cheek Pouch,Gluttony,,120,95,95,55,75,20,460,False,False,True,RU
820,Rookidee,flying,,Keen Eye,Unnerve,Big Pecks,38,47,35,33,35,57,245,False,False,False,LC
821,Corvisquire,flying,,Keen Eye,Unnerve,Big Pecks,68,67,55,43,55,77,365,False,False,False,NFE
822,Corviknight,flying,steel,Pressure,Unnerve,Mirror Armor,98,87,105,53,85,67,495,False,False,True,OU
823,Blipbug,bug,,Swarm,Compound Eyes,Telepathy,25,20,20,25,45,45,180,False,False,False,LC
824,Dottler,bug,psychic,Swarm,Compound Eyes,Telepathy,50,35,80,50,90,30,335,False,False,False,NFE
825,Orbeetle,bug,psychic,Swarm,Frisk,Telepathy,60,45,110,80,120,90,505,False,False,True,RU
826,Nickit,dark,,Run Away,Unburden,Stakeout,40,28,28,47,52,50,245,False,False,False,LC
827,Thievul,dark,,Run Away,Unburden,Stakeout,70,58,58,87,92,90,455,False,False,True,RU
828,Gossifleur,grass,,Cotton Down,Regenerator,Effect Spore,40,40,60,40,60,10,250,False,False,False,LC
829,Eldegoss,grass,,Cotton Down,Regenerator,Effect Spore,60,50,90,80,120,60,460,False,False,True,RU
830,Wooloo,normal,,Fluffy,Run Away,Bulletproof,42,40,55,40,45,48,270,False,False,False,LC
831,Dubwool,normal,,Fluffy,Steadfast,Bulletproof,72,80,100,60,90,88,490,False,False,True,RU
832,Chewtle,water,,Strong Jaw,Shell Armor,Swift Swim,50,64,50,38,38,44,284,False,False,False,LC
833,Drednaw,water,rock,Strong Jaw,Shell Armor,Swift Swim,90,115,90,48,68,74,485,False,False,True,RU
834,Yamper,electric,,Ball Fetch,Rattled,,59,45,50,40,50,26,270,False,False,False,LC
835,Boltund,electric,,Strong Jaw,Competitive,,69,90,60,90,60,121,490,False,False,True,RU
836,Rolycoly,rock,,Steam Engine,Heatproof,Flash Fire,30,40,50,40,50,30,240,False,False,False,LC
837,Carkol,rock,fire,Steam Engine,Flame Body,Flash Fire,80,60,90,60,70,50,410,False,False,False,NFE
838,Coalossal,rock,fire,Steam Engine,Flame Body,Flash Fire,110,80,120,80,90,30,510,False,False,True,RU
839,Applin,grass,dragon,Ripen,Gluttony,Bulletproof,40,40,80,40,40,20,260,False,False,False,LC
840,Flapple,grass,dragon,Ripen,Gluttony,Hustle,70,110,80,95,60,70,485,False,False,True,RU
841,Appletun,grass,dragon,Ripen,Gluttony,Thick Fat,110,85,80,100,80,30,485,False,False,True,RU
842,Silicobra,ground,,Sand Spit,Shed Skin,Sand Veil,52,57,75,35,50,46,315,False,False,False,LC
843,Sandaconda,ground,,Sand Spit,Shed Skin,Sand Veil,72,107,125,65,70,71,510,False,False,True,RU
844,Cramorant,flying,water,Gulp Missile,,,70,85,55,85,95,85,475,False,False,True,RU
845,Arrokuda,water,,Swift Swim,Propeller Tail,,41,63,40,40,30,66,280,False,False,False,LC
846,Barraskewda,water,,Swift Swim,Propeller Tail,,61,123,60,60,50,136,490,False,False,True,RU
847,Toxel,electric,poison,Rattled,Static,Klutz,40,38,35,54,35,40,242,False,False,False,LC
848,Toxtricity,electric,poison,Punk Rock,Plus,Technician,75,98,70,114,70,75,502,False,False,True,RU
849,Sizzlipede,fire,bug,Flash Fire,White Smoke,Flame Body,50,65,45,50,50,45,305,False,False,False,LC
850,Centiskorch,fire,bug,Flash Fire,White Smoke,Flame Body,100,115,65,90,90,65,525,False,False,True,RU
851,Clobbopus,fighting,,Limber,Technician,,50,68,60,50,50,32,310,False,False,False,LC
852,Grapploct,fighting,,Limber,Technician,,80,118,90,70,80,42,480,False,False,True,RU
853,Sinistea,ghost,,Weak Armor,Cursed Body,,40,45,45,74,54,50,308,False,False,False,LC
854,Polteageist,ghost,,Weak Armor,Cursed Body,,60,65,65,134,114,70,508,False,False,True,RU
855,Hatenna,psychic,,Healer,Anticipation,Magic Bounce,42,30,45,56,53,39,265,False,False,False,LC
856,Hattrem,psychic,,Healer,Anticipation,Magic Bounce,57,40,65,86,73,49,370,False,False,False,NFE
857,Hatterene,psychic,fairy,Healer,Anticipation,Magic Bounce,57,90,95,136,103,29,510,False,False,True,OU
858,Impidimp,dark,fairy,Prankster,Frisk,Pickpocket,45,45,30,55,40,50,265,False,False,False,LC
859,Morgrem,dark,fairy,Prankster,Frisk,Pickpocket,65,60,45,75,55,70,370,False,False,False,NFE
860,Grimmsnarl,dark,fairy,Prankster,Frisk,Pickpocket,95,120,65,95,75,60,510,False,False,True,OU
861,Obstagoon,dark,normal,Reckless,Guts,Defiant,93,90,101,60,81,95,520,False,False,True,RU
862,Perrserker,steel,,Battle Armor,Tough Claws,Steely Spirit,70,110,100,50,60,50,440,False,False,True,RU
863,Cursola,ghost,,Weak Armor,Perish Body,,60,95,50,145,130,30,510,False,False,True,RU
864,Sirfetch’d,fighting,,Steadfast,Scrappy,,62,135,95,68,82,65,507,False,False,True,RU
865,Mr. Rime,ice,psychic,Tangled Feet,Screen Cleaner,Ice Body,80,85,75,110,100,70,520,False,False,True,RU
866,Runerigus,ground,ghost,Wandering Spirit,,,58,95,145,50,105,30,483,False,False,True,RU
867,Milcery,fairy,,Sweet Veil,Aroma Veil,,45,40,40,50,61,34,270,False,False,False,LC
868,Alcremie,fairy,,Sweet Veil,Aroma Veil,,65,60,75,110,121,64,495,False,False,True,RU
869,Falinks,fighting,,Battle Armor,Defiant,,65,100,100,70,60,75,470,False,False,True,RU
870,Pincurchin,electric,,Lightning Rod,Electric Surge,,48,101,95,91,85,15,435,False,False,True,RU
871,Snom,ice,bug,Shield Dust,Ice Scales,,30,25,35,45,30,20,185,False,False,False,LC
872,Frosmoth,ice,bug,Shield Dust,Ice Scales,,70,65,60,125,90,65,475,False,False,True,RU
873,Stonjourner,rock,,Power Spot,,,100,125,135,20,20,70,470,False,False,True,RU
874,Eiscue,ice,,Ice Face,,,75,80,110,65,90,50,470,False,False,True,RU
875,Indeedee,psychic,normal,Inner Focus,Synchronize,Psychic Surge,60,65,55,105,95,95,475,False,False,True,RU
876,Morpeko,electric,dark,Hunger Switch,,,58,95,58,70,58,97,436,False,False,True,RU
877,Cufant,steel,,Sheer Force,Heavy Metal,,72,80,49,40,49,40,330,False,False,False,LC
878,Copperajah,steel,,Sheer Force,Heavy Metal,,122,130,69,80,69,30,500,False,False,True,RU
879,Dracozolt,electric,dragon,Volt Absorb,Hustle,Sand Rush,90,100,90,80,70,75,505,False,False,True,RU
880,Arctozolt,electric,ice,Volt Absorb,Static,Slush Rush,90,100,90,90,80,55,505,False,False,True,RU
881,Dracovish,water,dragon,Water Absorb,Strong Jaw,Sand Rush,90,90,100,70,80,75,505,False,False,True,Uber
882,Arctovish,water,ice,Water Absorb,Ice Body,Slush Rush,90,90,100,80,90,55,505,False,False,True,RU
883,Duraludon,steel,dragon,Light Metal,Heavy Metal,Stalwart,70,95,115,120,50,85,535,False,False,True,RU
884,Dreepy,dragon,ghost,Clear Body,Infiltrator,Cursed Body,28,60,30,40,30,82,270,False,False,False,LC
885,Drakloak,dragon,ghost,Clear Body,Infiltrator,Cursed Body,68,80,50,60,50,102,410,False,False,False,NFE
886,Dragapult,dragon,ghost,Clear Body,Infiltrator,Cursed Body,88,120,75,100,75,142,600,False,False,True,OU
887,Zacian,fairy,,Intrepid Sword,,,92,120,115,80,115,138,660,False,True,True,Uber
888,Zamazenta,fighting,,Dauntless Shield,,,92,120,115,80,115,138,660,False,True,True,UUBL
889,Eternatus,poison,dragon,Pressure,,,140,85,95,145,95,130,690,False,True,True,Uber
890,Kubfu,fighting,,Inner Focus,,,60,90,60,53,50,72,385,False,True,False,NFE
891,Urshifu,fighting,dark,Unseen Fist,,,100,130,100,63,60,97,550,False,True,True,Uber
892,Zarude,dark,grass,Leaf Guard,,,105,120,105,70,95,105,600,False,True,True,RU
893,Regieleki,electric,,Transistor,,,80,100,50,100,50,200,580,False,True,True,Uber
894,Regidrago,dragon,,Dragon's Maw,,,200,100,50,100,50,80,580,False,True,True,RU
895,Glastrier,ice,,Chilling Neigh,,,100,145,130,65,110,30,580,False,True,True,RU
896,Spectrier,ghost,,Grim Neigh,,,100,65,60,145,80,130,580,False,True,True,Uber
897,Calyrex,psychic,grass,Unnerve,,,100,80,80,80,80,80,500,False,True,True,RU
898,Sprigatito,grass,,Overgrow,Protean,,40,61,54,45,45,65,310,False,False,False,LC
899,Floragato,grass,,Overgrow,Protean,,61,80,63,60,63,83,410,False,False,False,NFE
900,Meowscarada,grass,dark,Overgrow,Protean,,76,110,70,81,70,123,530,False,False,True,RU
901,Fuecoco,fire,,Blaze,Unaware,,67,45,59,63,40,36,310,False,False,False,LC
902,Crocalor,fire,,Blaze,Unaware,,81,55,78,90,58,49,411,False,False,False,NFE
903,Skeledirge,fire,ghost,Blaze,Unaware,,104,75,100,110,75,66,530,False,False,True,OU
904,Quaxly,water,,Torrent,Moxie,,55,65,45,50,45,50,310,False,False,False,LC
905,Quaxwell,water,,Torrent,Moxie,,70,85,65,65,60,65,410,False,False,False,NFE
906,Quaquaval,water,fighting,Torrent,Moxie,,85,120,80,85,75,85,530,False,False,True,UU
907,Lechonk,normal,,Aroma Veil,Gluttony,Thick Fat,54,45,40,35,45,35,254,False,False,False,LC
908,Oinkologne,normal,,Lingering Aroma,Gluttony,Thick Fat,110,100,75,59,80,65,489,False,False,True,RU
909,Tarountula,bug,,Insomnia,Stakeout,,35,41,45,29,40,20,210,False,False,False,LC
910,Spidops,bug,,Insomnia,Stakeout,,60,79,92,52,86,35,404,False,False,True,RU
911,Nymble,bug,,Swarm,Tinted Lens,,33,46,40,21,25,45,210,False,False,False,LC
912,Lokix,bug,dark,Swarm,Tinted Lens,,71,102,78,52,55,92,450,False,False,True,RU
913,Pawmi,electric,,Static,Natural Cure,Iron Fist,45,50,20,40,25,60,240,False,False,False,LC
914,Pawmo,electric,fighting,Volt Absorb,Natural Cure,Iron Fist,60,75,40,50,40,85,350,False,False,False,NFE
915,Pawmot,electric,fighting,Volt Absorb,Natural Cure,Iron Fist,70,115,70,70,60,105,490,False,False,True,RU
916,Tandemaus,normal,,Run Away,Pickup,Own Tempo,50,50,45,40,45,75,305,False,False,False,LC
917,Maushold,normal,,Friend Guard,Cheek Pouch,Technician,74,75,70,65,75,111,470,False,False,True,UU
918,Fidough,fairy,,Own Tempo,Klutz,,37,55,70,30,55,65,312,False,False,False,LC
919,Dachsbun,fairy,,Well-Baked Body,Aroma Veil,,57,80,115,50,80,95,477,False,False,True,RU
920,Smoliv,grass,normal,Early Bird,Harvest,,41,35,45,58,51,30,260,False,False,False,LC
921,Dolliv,grass,normal,Early Bird,Harvest,,52,53,60,78,78,33,354,False,False,False,NFE
922,Arboliva,grass,normal,Seed Sower,Harvest,,78,69,90,125,109,39,510,False,False,True,RU
923,Squawkabilly,normal,flying,Intimidate,Hustle,Guts,82,96,51,45,51,92,417,False,False,True,RU
924,Nacli,rock,,Purifying Salt,Sturdy,Clear Body,55,55,75,35,35,25,280,False,False,False,LC
925,Naclstack,rock,,Purifying Salt,Sturdy,Clear Body,60,60,100,35,65,35,355,False,False,False,NFE
926,Garganacl,rock,,Purifying Salt,Sturdy,Clear Body,100,100,130,45,90,35,500,False,False,True,UU
927,Charcadet,fire,,Flash Fire,Flame Body,,40,50,40,50,40,35,255,False,False,False,LC
928,Armarouge,fire,psychic,Flash Fire,Weak Armor,,85,60,100,125,80,75,525,False,False,True,RU
929,Ceruledge,fire,ghost,Flash Fire,Weak Armor,,75,125,80,60,100,85,525,False,False,True,RU
930,Tadbulb,electric,,Own Tempo,Static,Damp,61,31,41,59,35,45,272,False,False,False,LC
931,Bellibolt,electric,,Electromorphosis,Static,Damp,109,64,91,103,83,45,495,False,False,True,RU
932,Wattrel,electric,flying,Wind Power,Volt Absorb,Competitive,40,40,35,55,40,70,280,False,False,False,LC
933,Kilowattrel,electric,flying,Wind Power,Volt Absorb,Competitive,70,70,60,105,60,125,490,False,False,True,RU
934,Maschiff,dark,,Intimidate,Run Away,Stakeout,60,78,60,40,51,51,340,False,False,False,LC
935,Mabosstiff,dark,,Intimidate,Guard Dog,Stakeout,80,120,90,60,70,85,505,False,False,True,RU
936,Shroodle,poison,normal,Unburden,Pickpocket,Prankster,40,65,35,40,35,75,290,False,False,False,LC
937,Grafaiai,poison,normal,Unburden,Poison Touch,Prankster,63,95,65,80,72,110,485,False,False,True,RU
938,Bramblin,grass,ghost,Wind Rider,Infiltrator,,40,65,30,45,35,60,275,False,False,False,LC
939,Brambleghast,grass,ghost,Wind Rider,Infiltrator,,55,115,70,80,70,90,480,False,False,True,RU
940,Toedscool,ground,grass,Mycelium Might,,,40,40,35,50,100,70,335,False,False,False,LC
941,Toedscruel,ground,grass,Mycelium Might,,,80,70,65,80,120,100,515,False,False,True,RU
942,Klawf,rock,,Anger Shell,Shell Armor,Regenerator,70,100,115,35,55,75,450,False,False,True,RU
943,Capsakid,grass,,Chlorophyll,Insomnia,Klutz,50,62,40,62,40,50,304,False,False,False,LC
944,Scovillain,grass,fire,Chlorophyll,Insomnia,Moody,65,108,65,108,65,75,486,False,False,True,RU
945,Rellor,bug,,Compound Eyes,Shed Skin,,41,50,60,31,58,30,270,False,False,False,LC
946,Rabsca,bug,psychic,Synchronize,Telepathy,,75,50,85,115,100,45,470,False,False,True,RU
947,Flittle,psychic,,Anticipation,Frisk,Speed Boost,30,35,30,55,30,75,255,False,False,False,NFE
948,Espathra,psychic,,Opportunist,Frisk,Speed Boost,95,60,60,101,60,105,481,False,False,True,UUBL
949,Tinkatink,fairy,steel,Mold Breaker,Own Tempo,Pickpocket,50,45,45,35,64,58,297,False,False,False,LC
950,Tinkatuff,fairy,steel,Mold Breaker,Own Tempo,Pickpocket,65,55,55,45,82,78,380,False,False,False,NFE
951,Tinkaton,fairy,steel,Mold Breaker,Own Tempo,Pickpocket,85,75,77,70,105,94,506,False,False,True,RU
952,Wiglett,water,,Gooey,Rattled,Sand Veil,10,55,25,35,25,95,245,False,False,False,LC
953,Wugtrio,water,,Gooey,Rattled,Sand Veil,35,100,50,50,70,120,425,False,False,True,RU
954,Bombirdier,flying,dark,Big Pecks,Keen Eye,Rocky Payload,70,103,85,60,85,82,485,False,False,True,RU
955,Finizen,water,,Water Veil,,,70,45,40,45,40,75,315,False,False,False,LC
956,Palafin,water,,Zero to Hero,,,100,70,72,53,62,100,457,False,False,True,Uber
957,Varoom,steel,poison,Overcoat,Slow Start,,45,70,63,30,45,47,300,False,False,False,LC
958,Revavroom,steel,poison,Overcoat,Filter,,80,119,90,54,67,90,500,False,False,True,RU
959,Cyclizar,dragon,normal,Shed Skin,Regenerator,,70,95,65,85,65,121,501,False,False,True,OU
960,Orthworm,steel,,Earth Eater,Sand Veil,,70,85,145,60,55,65,480,False,False,True,RU
961,Glimmet,rock,poison,Toxic Debris,Corrosion,,48,35,42,105,60,60,350,False,False,False,LC
962,Glimmora,rock,poison,Toxic Debris,Corrosion,,83,55,90,130,81,86,525,False,False,True,OU
963,Greavard,ghost,,Pickup,Fluffy,,50,61,60,30,55,34,290,False,False,False,LC
964,Houndstone,ghost,,Sand Rush,Fluffy,,72,101,100,50,97,68,488,False,False,True,Uber
965,Flamigo,flying,fighting,Scrappy,Tangled Feet,Costar,82,115,74,75,64,90,500,False,False,True,RU
966,Cetoddle,ice,,Thick Fat,Snow Cloak,Sheer Force,108,68,45,30,40,43,334,False,False,False,LC
967,Cetitan,ice,,Thick Fat,Slush Rush,Sheer Force,170,113,65,45,55,73,521,False,False,True,RU
968,Veluza,water,psychic,Mold Breaker,Sharpness,,90,102,73,78,65,70,478,False,False,True,RU
969,Dondozo,water,,Unaware,Oblivious,Water Veil,150,100,115,65,65,35,530,False,False,True,RU
970,Tatsugiri,dragon,water,Commander,Storm Drain,,68,50,60,120,95,82,475,False,False,True,RU
971,Annihilape,fighting,ghost,Vital Spirit,Inner Focus,Defiant,110,115,80,50,90,90,535,False,False,True,OU
972,Clodsire,poison,ground,Poison Point,Water Absorb,Unaware,130,75,60,45,100,20,430,False,False,True,OU
973,Farigiraf,normal,psychic,Cud Chew,Armor Tail,Sap Sipper,120,90,70,110,70,60,520,False,False,True,RU
974,Dudunsparce,normal,,Serene Grace,Run Away,Rattled,125,100,80,85,75,55,520,False,False,True,RU
975,Kingambit,dark,steel,Defiant,Supreme Overlord,Pressure,100,135,120,60,85,50,550,False,False,True,OU
976,Great Tusk,ground,fighting,Protosynthesis,,,115,131,131,53,53,87,570,False,True,True,OU
977,Scream Tail,fairy,psychic,Protosynthesis,,,115,65,99,65,115,111,570,False,True,True,RU
978,Brute Bonnet,grass,dark,Protosynthesis,,,111,127,99,79,99,55,570,False,True,True,RU
979,Flutter Mane,ghost,fairy,Protosynthesis,,,55,55,55,135,135,135,570,False,True,True,Uber
980,Slither Wing,bug,fighting,Protosynthesis,,,85,135,79,85,105,81,570,False,True,True,RU
981,Sandy Shocks,electric,ground,Protosynthesis,,,85,81,97,121,85,101,570,False,True,True,RU
982,Iron Treads,ground,steel,Quark Drive,,,90,112,120,72,70,106,570,False,True,True,UU
983,Iron Bundle,ice,water,Quark Drive,,,56,80,114,124,60,136,570,False,True,True,Uber
984,Iron Hands,fighting,electric,Quark Drive,,,154,140,108,50,68,50,570,False,True,True,RU
985,Iron Jugulis,dark,flying,Quark Drive,,,94,80,86,122,80,108,570,False,True,True,RU
986,Iron Moth,fire,poison,Quark Drive,,,80,70,60,140,110,110,570,False,True,True,UU
987,Iron Thorns,rock,electric,Quark Drive,,,100,134,110,70,84,72,570,False,True,True,RU
988,Frigibax,dragon,ice,Thermal Exchange,Ice Body,,65,75,45,35,45,55,320,False,False,False,LC
989,Arctibax,dragon,ice,Thermal Exchange,Ice Body,,90,95,66,45,65,62,423,False,False,False,NFE
990,Baxcalibur,dragon,ice,Thermal Exchange,Ice Body,,115,145,92,75,86,87,600,False,False,True,UU
991,Gimmighoul,ghost,,Rattled,,,45,30,70,75,70,10,300,False,False,False,LC
992,Gholdengo,steel,ghost,Good as Gold,,,87,60,95,133,91,84,550,False,False,True,OU
993,Wo-Chien,dark,grass,Tablets of Ruin,,,85,85,100,95,135,70,570,False,True,True,RU
994,Chien-Pao,dark,ice,Sword of Ruin,,,80,120,80,90,65,135,570,False,True,True,Uber
995,Ting-Lu,dark,ground,Vessel of Ruin,,,155,110,125,55,80,45,570,False,True,True,UU
996,Chi-Yu,dark,fire,Beads of Ruin,,,55,80,80,135,120,100,570,False,True,True,Uber
997,Roaring Moon,dragon,dark,Protosynthesis,,,105,139,71,55,101,119,590,False,True,True,Uber
998,Iron Valiant,fairy,fighting,Quark Drive,,,74,130,90,120,60,116,590,False,True,True,OU
999,Koraidon,fighting,dragon,Orichalcum Pulse,,,100,135,115,85,100,135,670,False,True,True,Uber
1000,Miraidon,electric,dragon,Hadron Engine,,,100,85,100,135,115,135,670,False,True,True,AG
1001,Rattata-Alola,dark,normal,Gluttony,Hustle,Thick Fat,30,56,35,25,35,72,253,True,False,False,LC
1002,Raticate-Alola,dark,normal,Gluttony,Hustle,Thick Fat,75,71,70,40,80,77,413,True,False,True,RU
1003,Raichu-Alola,electric,psychic,Surge Surfer,,,60,85,50,95,85,110,485,True,False,True,RU
1004,Sandshrew-Alola,ice,steel,Snow Cloak,Slush Rush,,50,75,90,10,35,40,300,True,False,False,LC
1005,Sandslash-Alola,ice,steel,Snow Cloak,Slush Rush,,75,100,120,25,65,65,450,True,False,True,RU
1006,Vulpix-Alola,ice,,Snow Cloak,Snow Warning,,38,41,40,50,65,65,299,True,False,False,LC
1007,Ninetales-Alola,ice,fairy,Snow Cloak,Snow Warning,,73,67,75,81,100,109,505,True,False,True,RU
1008,Diglett-Alola,ground,steel,Sand Veil,Tangling Hair,Sand Force,10,55,30,35,45,90,265,True,False,False,LC
1009,Dugtrio-Alola,ground,steel,Sand Veil,Tangling Hair,Sand Force,35,100,60,50,70,110,425,True,False,True,RU
1010,Meowth-Alola,dark,,Pickup,Technician,Rattled,40,35,35,50,40,90,290,True,False,False,LC
1011,Persian-Alola,dark,,Fur Coat,Technician,Rattled,65,60,60,75,65,115,440,True,False,True,RU
1012,Geodude-Alola,rock,electric,Magnet Pull,Sturdy,Galvanize,40,80,100,30,30,20,300,True,False,False,LC
1013,Graveler-Alola,rock,electric,Magnet Pull,Sturdy,Galvanize,55,95,115,45,45,35,390,True,False,False,NFE
1014,Golem-Alola,rock,electric,Magnet Pull,Sturdy,Galvanize,80,120,130,55,65,45,495,True,False,True,RU
1015,Grimer-Alola,poison,dark,Poison Touch,Gluttony,Powerofalchemy,80,80,50,40,50,25,325,True,False,False,LC
1016,Muk-Alola,poison,dark,Poison Touch,Gluttony,Powerofalchemy,105,105,75,65,100,50,500,True,False,True,RU
1017,Exeggutor-Alola,grass,dragon,Frisk,Harvest,,95,105,85,125,75,45,530,True,False,True,RU
1018,Marowak-Alola,fire,ghost,Cursed Body,Lightning Rod,Rock Head,60,80,110,50,80,45,425,True,False,True,RU
1019,Meowth-Galar,steel,,Pickup,Tough Claws,Unnerve,50,65,55,40,40,40,290,True,False,False,LC
1020,Ponyta-Galar,psychic,,Run Away,Pastel Veil,Anticipation,50,85,55,65,65,90,410,True,False,False,LC
1021,Rapidash-Galar,psychic,fairy,Run Away,Pastel Veil,Anticipation,65,100,70,80,80,105,500,True,False,True,RU
1022,Slowpoke-Galar,psychic,,Gluttony,Own Tempo,Regenerator,90,65,65,40,40,15,315,True,False,False,LC
1023,Slowbro-Galar,poison,psychic,Quick Draw,Own Tempo,Regenerator,95,100,95,100,70,30,490,True,False,True,RU
1024,Farfetch’d-Galar,fighting,,Steadfast,Scrappy,,52,95,55,58,62,55,377,True,False,False,LC
1025,Weezing-Galar,poison,fairy,Levitate,Neutralizing Gas,Misty Surge,65,90,120,85,70,60,490,True,False,True,RU
1026,Mr. Mime-Galar,ice,psychic,Vital Spirit,Screen Cleaner,Ice Body,50,65,65,90,90,100,460,True,False,False,NFE
1027,Articuno-Galar,psychic,flying,Competitive,,,90,85,85,125,100,95,580,True,False,True,RU
1028,Zapdos-Galar,fighting,flying,Defiant,,,90,125,90,85,90,100,580,True,False,True,RU
1029,Moltres-Galar,dark,flying,Berserk,,,90,85,90,100,125,90,580,True,False,True,RU
1030,Slowking-Galar,poison,psychic,Curious Medicine,Own Tempo,Regenerator,95,65,80,110,110,30,490,True,False,True,UU
1031,Corsola-Galar,ghost,,Weak Armor,Cursed Body,,60,55,100,65,100,30,410,True,False,False,LC
1032,Zigzagoon-Galar,dark,normal,Pickup,Gluttony,Quick Feet,38,30,41,30,41,60,240,True,False,False,LC
1033,Linoone-Galar,dark,normal,Pickup,Gluttony,Quick Feet,78,70,61,50,61,100,420,True,False,False,NFE
1034,Darumaka-Galar,ice,,Hustle,Inner Focus,,70,90,45,15,45,50,315,True,False,False,LC
1035,Darmanitan-Galar,ice,,Gorilla Tactics,Zen Mode,,105,140,55,30,55,95,480,True,False,True,Uber
1036,Yamask-Galar,ground,ghost,Wandering Spirit,,,38,55,85,30,65,30,303,True,False,False,LC
1037,Stunfisk-Galar,ground,steel,Mimicry,,,109,81,99,66,84,32,471,True,False,True,RU
1038,Tauros-Paldea-Combat,fighting,,Intimidate,Anger Point,Cud Chew,75,110,105,30,70,100,490,True,False,True,RU
1039,Tauros-Paldea-Blaze,fighting,fire,Intimidate,Anger Point,Cud Chew,75,110,105,30,70,100,490,True,False,True,RU
1040,Tauros-Paldea-Aqua,fighting,water,Intimidate,Anger Point,Cud Chew,75,110,105,30,70,100,490,True,False,True,RU
1041,Wooper-Paldea,poison,ground,Poison Point,Water Absorb,Unaware,55,45,45,25,25,15,210,True,False,False,LC
1042,Venusaur-Mega,grass,poison,Thick Fat,,,80,100,123,122,120,80,625,True,False,True,UU
1043,Charizard-Mega-X,fire,dragon,Tough Claws,,,78,130,111,130,85,100,634,True,False,True,UUBL
1044,Charizard-Mega-Y,fire,flying,Drought,,,78,104,78,159,115,100,634,True,False,True,OU
1045,Blastoise-Mega,water,,Mega Launcher,,,79,103,120,135,115,78,630,True,False,True,Uber
1046,Beedrill-Mega,bug,poison,Adaptability,,,65,150,40,15,80,145,495,True,False,True,RU
1047,Pidgeot-Mega,normal,flying,No Guard,,,83,80,80,135,80,121,579,True,False,True,RU
1048,Alakazam-Mega,psychic,,Trace,,,55,50,65,175,95,150,590,True,False,True,Uber
1049,Slowbro-Mega,water,psychic,Shell Armor,,,95,75,180,130,80,30,590,True,False,True,RU
1050,Gengar-Mega,ghost,poison,Shadow Tag,,,60,65,80,170,95,130,600,True,False,True,AG
1051,Kangaskhan-Mega,normal,,Parental Bond,,,105,125,100,60,100,100,590,True,False,True,Uber
1052,Pinsir-Mega,bug,flying,Aerilate,,,65,155,120,65,90,105,600,True,False,True,UU
1053,Gyarados-Mega,water,dark,Mold Breaker,,,95,155,109,70,130,81,640,True,False,True,UU
1054,Aerodactyl-Mega,rock,flying,Tough Claws,,,80,135,85,70,95,150,615,True,False,True,RU
1055,Mewtwo-Mega-X,psychic,fighting,Steadfast,,,106,190,100,154,100,130,780,True,True,True,Uber
1056,Mewtwo-Mega-Y,psychic,,Insomnia,,,106,150,70,194,120,140,780,True,True,True,Uber
1057,Ampharos-Mega,electric,dragon,Mold Breaker,,,90,95,105,165,110,45,610,True,False,True,RU
1058,Steelix-Mega,steel,ground,Sand Force,,,75,125,230,55,95,30,610,True,False,True,RU
1059,Scizor-Mega,bug,steel,Technician,,,70,150,140,65,100,75,600,True,False,True,OU
1060,Heracross-Mega,bug,fighting,Skill Link,,,80,185,115,40,105,75,600,True,False,True,UU
1061,Houndoom-Mega,dark,fire,Solar Power,,,75,90,90,140,90,115,600,True,False,True,RU
1062,Tyranitar-Mega,rock,dark,Sand Stream,,,100,164,150,95,120,71,700,True,False,True,UU
1063,Sceptile-Mega,grass,dragon,Lightningrod,,,70,110,75,145,85,145,630,True,False,True,RU
1064,Blaziken-Mega,fire,fighting,Speed Boost,,,80,160,80,130,80,100,630,True,False,True,Uber
1065,Swampert-Mega,water,ground,Swift Swim,,,100,150,110,95,110,70,635,True,False,True,OU
1066,Gardevoir-Mega,psychic,fairy,Pixilate,,,68,85,65,165,135,100,618,True,False,True,RU
1067,Sableye-Mega,dark,ghost,Magic Bounce,,,50,85,125,85,115,20,480,True,False,True,RU
1068,Mawile-Mega,steel,fairy,Huge Power,,,50,105,125,55,95,50,480,True,False,True,UUBL
1069,Aggron-Mega,steel,,Filter,,,70,140,230,60,80,50,630,True,False,True,RU
1070,Medicham-Mega,fighting,psychic,Pure Power,,,60,100,85,80,85,100,510,True,False,True,UUBL
1071,Manectric-Mega,electric,,Intimidate,,,70,75,80,135,80,135,575,True,False,True,UU
